FCS_HEADER_ID	PARAMETER_NUMBER	PNN_PREFERRED	PNN_REPORTED	PNS_PREFERRED	PNS_REPORTED
217843	13		Pacific Blue-A	hCD86	CD86
217844	1		FSC-A		FSC-A
217845	3	SSC	SSC-A	SSC	SSC-A
217845	15		Time		Time
217846	1		FSC-A		FSC-A
217847	13		Pacific Blue-A	hCD86	CD86
217848	5		FITC-A		CXC3CR1
217849	2		FSC-H		FSC-H
217849	6		PE-A	hCLEC4C	BDCA-2
217849	8		PE-Cy5-A	hCD40	CD40
217850	5		FITC-A	hCXCR5	CXCR5
217851	3	SSC	SSC-A	SSC	SSC-A
217851	4	SSC	SSC-H	SSC	SSC-H
217852	4	SSC	SSC-H	SSC	SSC-H
217852	6		PE-A	hCD14	CD14
217852	13		Pacific Blue-A	hCD86	CD86
217852	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217853	14		Pacific Orange-A		VIVID
217854	1		FSC-A		FSC-A
217854	2		FSC-H		FSC-H
217854	4	SSC	SSC-H	SSC	SSC-H
217854	8		PE-Cy5-A	hCXCR3	CXCR3
217854	14		Pacific Orange-A		VIVID
217854	15		Time		Time
217855	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217856	10		APC-A	hSECISBP2L	SLAN
217856	11		Alexa Fluor 700-A	hHLA-DRA	DR
217856	12		APC-H7-A	hFCGR3A	CD16
217857	1		FSC-A		FSC-A
217857	5		FITC-A		LIN-1
217857	8		PE-Cy5-A	hCD40	CD40
217857	9		PE-Cy7-A	hCD1C	CD1c
217858	6		PE-A	hCCR6	CCR6
217860	4	SSC	SSC-H	SSC	SSC-H
217860	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217861	1		FSC-A		FSC-A
217861	4	SSC	SSC-H	SSC	SSC-H
217861	13		Pacific Blue-A	hCD86	CD86
217862	6		PE-A	hCCR6	CCR6
217862	13		Pacific Blue-A	hPDCD1	PD-1
217863	10		APC-A	hSDC1	CD138
217864	2		FSC-H		FSC-H
217864	3	SSC	SSC-A	SSC	SSC-A
217864	5		FITC-A		CXC3CR1
217864	7		ECD-A	hCD2	CD2
217864	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217865	1		FSC-A		FSC-A
217865	5		FITC-A		LIN-1
217865	12		APC-H7-A	hITGAX	CD11c
217866	3	SSC	SSC-A	SSC	SSC-A
217867	14		Pacific Orange-A		VIVID
217870	3	SSC	SSC-A	SSC	SSC-A
217870	4	SSC	SSC-H	SSC	SSC-H
217870	7		ECD-A	hPTPRC/iso:h6	CD45RA
217870	14		Pacific Orange-A		VIVID
217869	9		PE-Cy7-A	hCD1C	CD1c
217869	12		APC-H7-A	hITGAX	CD11c
217871	9		PE-Cy7-A	hCD38	CD38
217872	6		PE-A	hCD14	CD14
217873	4	SSC	SSC-H	SSC	SSC-H
217873	5		FITC-A		LIN-1
217873	12		APC-H7-A	hITGAX	CD11c
217874	8		PE-Cy5-A	hCXCR3	CXCR3
217875	7		ECD-A	hCD19	CD19
217875	9		PE-Cy7-A	hCD38	CD38
217875	12		APC-H7-A	hCD27	CD27
217876	10		APC-A	hSECISBP2L	SLAN
217877	4	SSC	SSC-H	SSC	SSC-H
217877	13		Pacific Blue-A	hCD86	CD86
217878	4	SSC	SSC-H	SSC	SSC-H
217878	10		APC-A	hCD8A	CD8
217878	14		Pacific Orange-A		VIVID
217879	7		ECD-A	hCD19	CD19
217879	8		PE-Cy5-A	hMS4A1	CD20
217879	15		Time		Time
217880	3	SSC	SSC-A	SSC	SSC-A
217880	10		APC-A	hSECISBP2L	SLAN
217881	1		FSC-A		FSC-A
217881	7		ECD-A	hCD2	CD2
217881	13		Pacific Blue-A	hCD86	CD86
217882	1		FSC-A		FSC-A
217882	5		FITC-A	hCXCR5	CXCR5
217882	8		PE-Cy5-A	hCXCR3	CXCR3
217882	13		Pacific Blue-A	hPDCD1	PD-1
217883	5		FITC-A	hIGHD	IgD
217883	6		PE-A	hCD24	CD24
217883	15		Time		Time
217884	8		PE-Cy5-A	hCD40	CD40
217885	5		FITC-A		LIN-1
217885	10		APC-A	hTHBD	BDCA-3
217886	2		FSC-H		FSC-H
217886	4	SSC	SSC-H	SSC	SSC-H
217886	7		ECD-A	hPTPRC/iso:h6	CD45RA
217886	10		APC-A	hCD8A	CD8
217886	15		Time		Time
217887	4	SSC	SSC-H	SSC	SSC-H
217887	5		FITC-A	hIGHD	IgD
217887	6		PE-A	hCD24	CD24
217888	5		FITC-A		CXC3CR1
217888	6		PE-A	hCD14	CD14
217888	10		APC-A	hSECISBP2L	SLAN
217889	2		FSC-H		FSC-H
217889	10		APC-A	hTHBD	BDCA-3
217889	14		Pacific Orange-A		VIVID
217889	15		Time		Time
217890	7		ECD-A	hPTPRC/iso:h6	CD45RA
217890	10		APC-A	hCD8A	CD8
217890	11		Alexa Fluor 700-A	hCD3E	CD3
217891	14		Pacific Orange-A		VIVID
217892	6		PE-A	hCD14	CD14
217893	15		Time		Time
217894	7		ECD-A	hPTPRC/iso:h6	CD45RA
217895	3	SSC	SSC-A	SSC	SSC-A
217895	10		APC-A	hSDC1	CD138
217896	8		PE-Cy5-A	hCD40	CD40
217896	9		PE-Cy7-A	hCCR7	CCR7
217896	10		APC-A	hSECISBP2L	SLAN
217897	5		FITC-A		LIN-1
217899	8		PE-Cy5-A	hMS4A1	CD20
217899	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217901	1		FSC-A		FSC-A
217901	6		PE-A	hCLEC4C	BDCA-2
217901	12		APC-H7-A	hITGAX	CD11c
217901	13		Pacific Blue-A	hCD86	CD86
217902	6		PE-A	hCCR6	CCR6
217902	14		Pacific Orange-A		VIVID
217903	14		Pacific Orange-A		VIVID
217904	1		FSC-A		FSC-A
217904	8		PE-Cy5-A	hCD40	CD40
217904	10		APC-A	hSECISBP2L	SLAN
217904	12		APC-H7-A	hFCGR3A	CD16
217905	6		PE-A	hCLEC4C	BDCA-2
217905	8		PE-Cy5-A	hCD40	CD40
217905	15		Time		Time
217906	2		FSC-H		FSC-H
217907	8		PE-Cy5-A	hMS4A1	CD20
217908	4	SSC	SSC-H	SSC	SSC-H
217908	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217909	3	SSC	SSC-A	SSC	SSC-A
217909	1		FSC-A		FSC-A
217909	15		Time		Time
217910	1		FSC-A		FSC-A
217910	2		FSC-H		FSC-H
217910	4	SSC	SSC-H	SSC	SSC-H
217910	8		PE-Cy5-A	hCXCR3	CXCR3
217910	12		APC-H7-A	hCD4	CD4
217911	13		Pacific Blue-A	hCD86	CD86
217912	2		FSC-H		FSC-H
217912	8		PE-Cy5-A	hCD40	CD40
217912	9		PE-Cy7-A	hCCR7	CCR7
217912	12		APC-H7-A	hFCGR3A	CD16
217913	7		ECD-A	hCD2	CD2
217914	2		FSC-H		FSC-H
217915	5		FITC-A	hIGHD	IgD
217915	8		PE-Cy5-A	hMS4A1	CD20
217915	15		Time		Time
217916	1		FSC-A		FSC-A
217916	10		APC-A	hSECISBP2L	SLAN
217916	11		Alexa Fluor 700-A	hHLA-DRA	DR
217917	5		FITC-A		LIN-1
217918	6		PE-A	hCCR6	CCR6
217919	8		PE-Cy5-A	hMS4A1	CD20
217920	1		FSC-A		FSC-A
217920	5		FITC-A		CXC3CR1
217921	4	SSC	SSC-H	SSC	SSC-H
217922	1		FSC-A		FSC-A
217923	4	SSC	SSC-H	SSC	SSC-H
217923	8		PE-Cy5-A	hMS4A1	CD20
217924	4	SSC	SSC-H	SSC	SSC-H
217925	12		APC-H7-A	hITGAX	CD11c
217926	8		PE-Cy5-A	hCXCR3	CXCR3
217926	12		APC-H7-A	hCD4	CD4
217927	7		ECD-A	hCD19	CD19
217930	3	SSC	SSC-A	SSC	SSC-A
217930	9		PE-Cy7-A	hICOS	ICOS
217930	13		Pacific Blue-A	hPDCD1	PD-1
217928	3	SSC	SSC-A	SSC	SSC-A
217929	14		Pacific Orange-A		VIVID
217931	2		FSC-H		FSC-H
217932	5		FITC-A		CXC3CR1
217932	6		PE-A	hCD14	CD14
217932	7		ECD-A	hCD2	CD2
217932	8		PE-Cy5-A	hCD40	CD40
217932	13		Pacific Blue-A	hCD86	CD86
217933	1		FSC-A		FSC-A
217933	6		PE-A	hCLEC4C	BDCA-2
217933	7		ECD-A	hCD2	CD2
217933	8		PE-Cy5-A	hCD40	CD40
217933	13		Pacific Blue-A	hCD86	CD86
217933	15		Time		Time
217934	3	SSC	SSC-A	SSC	SSC-A
217935	7		ECD-A	hCD19	CD19
217936	1		FSC-A		FSC-A
217936	3	SSC	SSC-A	SSC	SSC-A
217936	9		PE-Cy7-A	hCCR7	CCR7
217937	9		PE-Cy7-A	hCD1C	CD1c
217937	12		APC-H7-A	hITGAX	CD11c
217938	1		FSC-A		FSC-A
217938	5		FITC-A	hCXCR5	CXCR5
217938	13		Pacific Blue-A	hPDCD1	PD-1
217938	14		Pacific Orange-A		VIVID
217939	3	SSC	SSC-A	SSC	SSC-A
217939	6		PE-A	hCD24	CD24
217939	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217939	15		Time		Time
217941	6		PE-A	hCLEC4C	BDCA-2
217942	4	SSC	SSC-H	SSC	SSC-H
217942	10		APC-A	hCD8A	CD8
217943	6		PE-A	hCD24	CD24
217944	3	SSC	SSC-A	SSC	SSC-A
217944	9		PE-Cy7-A	hCCR7	CCR7
217944	10		APC-A	hSECISBP2L	SLAN
217946	2		FSC-H		FSC-H
217946	15		Time		Time
217947	4	SSC	SSC-H	SSC	SSC-H
217947	15		Time		Time
217948	3	SSC	SSC-A	SSC	SSC-A
217948	13		Pacific Blue-A	hCD86	CD86
217950	12		APC-H7-A	hCD4	CD4
217950	15		Time		Time
217951	1		FSC-A		FSC-A
217951	12		APC-H7-A	hCD27	CD27
217952	2		FSC-H		FSC-H
217952	5		FITC-A		CXC3CR1
217952	6		PE-A	hCD14	CD14
217952	13		Pacific Blue-A	hCD86	CD86
217954	5		FITC-A	hCXCR5	CXCR5
217955	2		FSC-H		FSC-H
217955	7		ECD-A	hCD19	CD19
217955	14		Pacific Orange-A		VIVID
217955	15		Time		Time
217956	12		APC-H7-A	hFCGR3A	CD16
217957	2		FSC-H		FSC-H
217957	3	SSC	SSC-A	SSC	SSC-A
217957	7		ECD-A	hCD2	CD2
217957	8		PE-Cy5-A	hCD40	CD40
217958	8		PE-Cy5-A	hCXCR3	CXCR3
217958	14		Pacific Orange-A		VIVID
217575	10		APC-A	hSDC1	CD138
217575	12		APC-H7-A	hCD27	CD27
217575	14		Pacific Orange-A		VIVID
217575	15		Time		Time
217576	10		APC-A	hSECISBP2L	SLAN
217576	15		Time		Time
217578	10		APC-A	hCD8A	CD8
217578	14		Pacific Orange-A		VIVID
217579	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217579	13		Pacific Blue-A	hCD86	CD86
217580	9		PE-Cy7-A	hCCR7	CCR7
217581	8		PE-Cy5-A	hCD40	CD40
217581	12		APC-H7-A	hITGAX	CD11c
217582	9		PE-Cy7-A	hICOS	ICOS
217582	15		Time		Time
217583	3	SSC	SSC-A	SSC	SSC-A
217583	13		Pacific Blue-A	hCD86	CD86
217584	9		PE-Cy7-A	hCCR7	CCR7
217585	13		Pacific Blue-A	hCD86	CD86
217585	14		Pacific Orange-A		VIVID
217586	2		FSC-H		FSC-H
217586	15		Time		Time
217587	4	SSC	SSC-H	SSC	SSC-H
217587	6		PE-A	hCD24	CD24
217587	8		PE-Cy5-A	hMS4A1	CD20
217588	1		FSC-A		FSC-A
217588	8		PE-Cy5-A	hCD40	CD40
217589	2		FSC-H		FSC-H
217589	4	SSC	SSC-H	SSC	SSC-H
217590	13		Pacific Blue-A	hPDCD1	PD-1
217591	10		APC-A	hSDC1	CD138
217591	13		Pacific Blue-A	hCD86	CD86
217592	1		FSC-A		FSC-A
217592	15		Time		Time
217593	2		FSC-H		FSC-H
217593	10		APC-A	hTHBD	BDCA-3
217594	1		FSC-A		FSC-A
217594	2		FSC-H		FSC-H
217594	3	SSC	SSC-A	SSC	SSC-A
217594	13		Pacific Blue-A	hPDCD1	PD-1
217595	3	SSC	SSC-A	SSC	SSC-A
217595	5		FITC-A	hIGHD	IgD
217595	8		PE-Cy5-A	hMS4A1	CD20
217596	9		PE-Cy7-A	hCCR7	CCR7
217597	13		Pacific Blue-A	hCD86	CD86
217598	13		Pacific Blue-A	hPDCD1	PD-1
217599	15		Time		Time
217600	13		Pacific Blue-A	hCD86	CD86
217601	5		FITC-A		LIN-1
217601	6		PE-A	hCLEC4C	BDCA-2
217601	9		PE-Cy7-A	hCD1C	CD1c
217601	15		Time		Time
217602	3	SSC	SSC-A	SSC	SSC-A
217602	10		APC-A	hCD8A	CD8
217602	11		Alexa Fluor 700-A	hCD3E	CD3
217602	14		Pacific Orange-A		VIVID
217604	2		FSC-H		FSC-H
217604	4	SSC	SSC-H	SSC	SSC-H
217605	9		PE-Cy7-A	hCD1C	CD1c
217607	3	SSC	SSC-A	SSC	SSC-A
217607	14		Pacific Orange-A		VIVID
217607	15		Time		Time
217609	9		PE-Cy7-A	hCD1C	CD1c
217609	10		APC-A	hTHBD	BDCA-3
217610	2		FSC-H		FSC-H
217610	6		PE-A	hCCR6	CCR6
217610	9		PE-Cy7-A	hICOS	ICOS
217611	5		FITC-A	hIGHD	IgD
217611	6		PE-A	hCD24	CD24
217611	10		APC-A	hSDC1	CD138
217611	14		Pacific Orange-A		VIVID
217612	1		FSC-A		FSC-A
217612	13		Pacific Blue-A	hCD86	CD86
217612	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217613	12		APC-H7-A	hITGAX	CD11c
217613	10		APC-A	hTHBD	BDCA-3
217613	15		Time		Time
217614	4	SSC	SSC-H	SSC	SSC-H
217614	6		PE-A	hCCR6	CCR6
217614	10		APC-A	hCD8A	CD8
217616	2		FSC-H		FSC-H
217616	10		APC-A	hSECISBP2L	SLAN
217617	3	SSC	SSC-A	SSC	SSC-A
217617	10		APC-A	hTHBD	BDCA-3
217618	14		Pacific Orange-A		VIVID
217618	15		Time		Time
217619	2		FSC-H		FSC-H
217619	7		ECD-A	hCD19	CD19
217620	8		PE-Cy5-A	hCD40	CD40
217621	10		APC-A	hTHBD	BDCA-3
217621	13		Pacific Blue-A	hCD86	CD86
217622	4	SSC	SSC-H	SSC	SSC-H
217623	6		PE-A	hCD24	CD24
217624	1		FSC-A		FSC-A
217624	3	SSC	SSC-A	SSC	SSC-A
217624	10		APC-A	hSECISBP2L	SLAN
217625	3	SSC	SSC-A	SSC	SSC-A
217625	7		ECD-A	hCD2	CD2
217625	11		Alexa Fluor 700-A	hHLA-DRA	DR
217625	13		Pacific Blue-A	hCD86	CD86
217626	1		FSC-A		FSC-A
217627	7		ECD-A	hCD19	CD19
217628	5		FITC-A		CXC3CR1
217628	12		APC-H7-A	hFCGR3A	CD16
217631	4	SSC	SSC-H	SSC	SSC-H
217631	1		FSC-A		FSC-A
217629	2		FSC-H		FSC-H
217629	5		FITC-A		LIN-1
217629	6		PE-A	hCLEC4C	BDCA-2
217629	7		ECD-A	hCD2	CD2
217629	12		APC-H7-A	hITGAX	CD11c
217630	6		PE-A	hCCR6	CCR6
217630	9		PE-Cy7-A	hICOS	ICOS
217630	12		APC-H7-A	hCD4	CD4
217632	4	SSC	SSC-H	SSC	SSC-H
217632	15		Time		Time
217633	2		FSC-H		FSC-H
217633	9		PE-Cy7-A	hCD1C	CD1c
217633	13		Pacific Blue-A	hCD86	CD86
217634	1		FSC-A		FSC-A
217634	5		FITC-A	hCXCR5	CXCR5
217634	6		PE-A	hCCR6	CCR6
217635	2		FSC-H		FSC-H
217635	8		PE-Cy5-A	hMS4A1	CD20
217636	4	SSC	SSC-H	SSC	SSC-H
217637	8		PE-Cy5-A	hCD40	CD40
217638	3	SSC	SSC-A	SSC	SSC-A
217638	11		Alexa Fluor 700-A	hCD3E	CD3
217639	4	SSC	SSC-H	SSC	SSC-H
217639	5		FITC-A	hIGHD	IgD
217639	6		PE-A	hCD24	CD24
217639	12		APC-H7-A	hCD27	CD27
217640	2		FSC-H		FSC-H
217641	9		PE-Cy7-A	hCD1C	CD1c
217642	6		PE-A	hCCR6	CCR6
217643	10		APC-A	hSDC1	CD138
217643	11		Alexa Fluor 700-A		Alexa Fluor 700-A
217644	3	SSC	SSC-A	SSC	SSC-A
217645	8		PE-Cy5-A	hCD40	CD40
217646	1		FSC-A		FSC-A
217646	2		FSC-H		FSC-H
217646	5		FITC-A	hCXCR5	CXCR5
217647	11		Alexa Fluor 700-A		Alexa Fluor 700-A
217648	2		FSC-H		FSC-H
217648	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217651	2		FSC-H		FSC-H
217651	8		PE-Cy5-A	hMS4A1	CD20
217651	11		Alexa Fluor 700-A		Alexa Fluor 700-A
217652	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217653	3	SSC	SSC-A	SSC	SSC-A
217653	5		FITC-A		LIN-1
217654	5		FITC-A	hCXCR5	CXCR5
217655	1		FSC-A		FSC-A
217655	2		FSC-H		FSC-H
217656	4	SSC	SSC-H	SSC	SSC-H
217656	13		Pacific Blue-A	hCD86	CD86
217658	1		FSC-A		FSC-A
217658	4	SSC	SSC-H	SSC	SSC-H
217658	9		PE-Cy7-A	hICOS	ICOS
217658	10		APC-A	hCD8A	CD8
217661	2		FSC-H		FSC-H
217661	3	SSC	SSC-A	SSC	SSC-A
217661	8		PE-Cy5-A	hCD40	CD40
217661	10		APC-A	hTHBD	BDCA-3
217660	5		FITC-A		CXC3CR1
217660	11		Alexa Fluor 700-A	hHLA-DRA	DR
217660	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217662	13		Pacific Blue-A	hPDCD1	PD-1
217663	3	SSC	SSC-A	SSC	SSC-A
217663	6		PE-A	hCD24	CD24
217663	10		APC-A	hSDC1	CD138
217664	11		Alexa Fluor 700-A	hHLA-DRA	DR
217664	12		APC-H7-A	hFCGR3A	CD16
217667	1		FSC-A		FSC-A
217667	5		FITC-A	hIGHD	IgD
217667	8		PE-Cy5-A	hMS4A1	CD20
217668	10		APC-A	hSECISBP2L	SLAN
217668	11		Alexa Fluor 700-A	hHLA-DRA	DR
217668	12		APC-H7-A	hFCGR3A	CD16
217668	15		Time		Time
217669	10		APC-A	hTHBD	BDCA-3
217669	12		APC-H7-A	hITGAX	CD11c
217669	14		Pacific Orange-A		VIVID
217670	1		FSC-A		FSC-A
217670	3	SSC	SSC-A	SSC	SSC-A
217670	9		PE-Cy7-A	hICOS	ICOS
217670	12		APC-H7-A	hCD4	CD4
217670	14		Pacific Orange-A		VIVID
217671	4	SSC	SSC-H	SSC	SSC-H
217671	7		ECD-A	hCD19	CD19
217671	14		Pacific Orange-A	hCD3E, hCD14, VIVID	VIVID/CD3/CD14
217671	15		Time		Time
217672	1		FSC-A		FSC-A
217672	6		PE-A	hCD14	CD14
217672	9		PE-Cy7-A	hCCR7	CCR7
217672	15		Time		Time
217673	10		APC-A	hTHBD	BDCA-3
217673	11		Alexa Fluor 700-A	hHLA-DRA	DR
217675	12		APC-H7-A	hCD27	CD27
217676	3	SSC	SSC-A	SSC	SSC-A
217676	9		PE-Cy7-A	hCCR7	CCR7
217676	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217676	15		Time		Time
217677	1		FSC-A		FSC-A
217677	5		FITC-A		LIN-1
217677	7		ECD-A	hCD2	CD2
217678	10		APC-A	hCD8A	CD8
217678	15		Time		Time
217679	9		PE-Cy7-A	hCD38	CD38
217679	13		Pacific Blue-A	hCD86	CD86
217679	15		Time		Time
217680	11		Alexa Fluor 700-A	hHLA-DRA	DR
217681	1		FSC-A		FSC-A
217681	6		PE-A	hCLEC4C	BDCA-2
217681	7		ECD-A	hCD2	CD2
217682	1		FSC-A		FSC-A
217682	3	SSC	SSC-A	SSC	SSC-A
217682	4	SSC	SSC-H	SSC	SSC-H
217683	4	SSC	SSC-H	SSC	SSC-H
217683	6		PE-A	hCD24	CD24
217684	3	SSC	SSC-A	SSC	SSC-A
217685	9		PE-Cy7-A	hCD1C	CD1c
217685	11		Alexa Fluor 700-A	hHLA-DRA	DR
217685	15		Time		Time
217686	8		PE-Cy5-A	hCXCR3	CXCR3
217686	11		Alexa Fluor 700-A	hCD3E	CD3
217686	13		Pacific Blue-A	hPDCD1	PD-1
217687	13		Pacific Blue-A	hCD86	CD86
217688	1		FSC-A		FSC-A
217691	4	SSC	SSC-H	SSC	SSC-H
217691	12		APC-H7-A	hCD27	CD27
217689	6		PE-A	hCLEC4C	BDCA-2
217692	7		ECD-A	hCD2	CD2
217692	12		APC-H7-A	hFCGR3A	CD16
217692	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217693	7		ECD-A	hCD2	CD2
217694	9		PE-Cy7-A	hICOS	ICOS
217694	10		APC-A	hCD8A	CD8
217694	11		Alexa Fluor 700-A	hCD3E	CD3
217695	8		PE-Cy5-A	hMS4A1	CD20
217695	13		Pacific Blue-A	hCD86	CD86
217695	15		Time		Time
217696	9		PE-Cy7-A	hCCR7	CCR7
217697	7		ECD-A	hCD2	CD2
217698	1		FSC-A		FSC-A
217698	2		FSC-H		FSC-H
217698	8		PE-Cy5-A	hCXCR3	CXCR3
217698	11		Alexa Fluor 700-A	hCD3E	CD3
217700	1		FSC-A		FSC-A
217700	8		PE-Cy5-A	hCD40	CD40
217700	12		APC-H7-A	hFCGR3A	CD16
217701	2		FSC-H		FSC-H
217701	11		Alexa Fluor 700-A	hHLA-DRA	DR
217701	14		Pacific Orange-A		VIVID
217702	14		Pacific Orange-A		VIVID
217703	4	SSC	SSC-H	SSC	SSC-H
217703	6		PE-A	hCD24	CD24
217704	3	SSC	SSC-A	SSC	SSC-A
217705	1		FSC-A		FSC-A
217705	4	SSC	SSC-H	SSC	SSC-H
217705	9		PE-Cy7-A	hCD1C	CD1c
217705	11		Alexa Fluor 700-A	hHLA-DRA	DR
217706	8		PE-Cy5-A	hCXCR3	CXCR3
217706	5		FITC-A	hCXCR5	CXCR5
217706	6		PE-A	hCCR6	CCR6
217708	9		PE-Cy7-A	hCCR7	CCR7
217709	6		PE-A	hCLEC4C	BDCA-2
217711	4	SSC	SSC-H	SSC	SSC-H
217711	5		FITC-A	hIGHD	IgD
217711	10		APC-A	hSDC1	CD138
217713	10		APC-A	hTHBD	BDCA-3
217714	10		APC-A	hCD8A	CD8
217714	15		Time		Time
217714	13		Pacific Blue-A	hPDCD1	PD-1
217715	15		Time		Time
217716	7		ECD-A	hCD2	CD2
217717	9		PE-Cy7-A	hCD1C	CD1c
217718	4	SSC	SSC-H	SSC	SSC-H
217721	6		PE-A	hCLEC4C	BDCA-2
217721	7		ECD-A	hCD2	CD2
217721	14		Pacific Orange-A		VIVID
217720	2		FSC-H		FSC-H
217720	6		PE-A	hCD14	CD14
217720	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217722	9		PE-Cy7-A	hICOS	ICOS
217722	11		Alexa Fluor 700-A	hCD3E	CD3
217723	1		FSC-A		FSC-A
217723	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217724	4	SSC	SSC-H	SSC	SSC-H
217724	7		ECD-A	hCD2	CD2
217724	11		Alexa Fluor 700-A	hHLA-DRA	DR
217725	4	SSC	SSC-H	SSC	SSC-H
217725	6		PE-A	hCLEC4C	BDCA-2
217725	7		ECD-A	hCD2	CD2
217726	1		FSC-A		FSC-A
217726	4	SSC	SSC-H	SSC	SSC-H
217728	3	SSC	SSC-A	SSC	SSC-A
217728	4	SSC	SSC-H	SSC	SSC-H
217728	5		FITC-A		CXC3CR1
217728	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217729	8		PE-Cy5-A	hCD40	CD40
217729	9		PE-Cy7-A	hCD1C	CD1c
217730	4	SSC	SSC-H	SSC	SSC-H
217730	8		PE-Cy5-A	hCXCR3	CXCR3
217730	14		Pacific Orange-A		VIVID
217731	5		FITC-A	hIGHD	IgD
217731	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217731	15		Time		Time
217732	8		PE-Cy5-A	hCD40	CD40
217734	4	SSC	SSC-H	SSC	SSC-H
217735	9		PE-Cy7-A	hCD38	CD38
217735	14		Pacific Orange-A		VIVID
217736	1		FSC-A		FSC-A
217736	6		PE-A	hCD14	CD14
217736	11		Alexa Fluor 700-A	hHLA-DRA	DR
217736	15		Time		Time
217737	3	SSC	SSC-A	SSC	SSC-A
217737	4	SSC	SSC-H	SSC	SSC-H
217737	7		ECD-A	hCD2	CD2
217737	9		PE-Cy7-A	hCD1C	CD1c
217737	11		Alexa Fluor 700-A	hHLA-DRA	DR
217738	15		Time		Time
217739	12		APC-H7-A	hCD27	CD27
217740	5		FITC-A		CXC3CR1
217741	1		FSC-A		FSC-A
217741	3	SSC	SSC-A	SSC	SSC-A
217741	15		Time		Time
217742	3	SSC	SSC-A	SSC	SSC-A
217742	10		APC-A	hCD8A	CD8
217743	4	SSC	SSC-H	SSC	SSC-H
217743	8		PE-Cy5-A	hMS4A1	CD20
217743	14		Pacific Orange-A		VIVID
217744	6		PE-A	hCD14	CD14
217744	13		Pacific Blue-A	hCD86	CD86
217745	2		FSC-H		FSC-H
217745	5		FITC-A		LIN-1
217746	3	SSC	SSC-A	SSC	SSC-A
217746	4	SSC	SSC-H	SSC	SSC-H
217746	6		PE-A	hCCR6	CCR6
217746	13		Pacific Blue-A	hPDCD1	PD-1
217747	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217747	13		Pacific Blue-A	hCD86	CD86
217748	3	SSC	SSC-A	SSC	SSC-A
217751	4	SSC	SSC-H	SSC	SSC-H
217751	12		APC-H7-A	hCD27	CD27
217749	1		FSC-A		FSC-A
217750	1		FSC-A		FSC-A
217750	5		FITC-A	hCXCR5	CXCR5
217750	10		APC-A	hCD8A	CD8
217750	12		APC-H7-A	hCD4	CD4
217750	14		Pacific Orange-A		VIVID
217752	3	SSC	SSC-A	SSC	SSC-A
217752	8		PE-Cy5-A	hCD40	CD40
217752	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217752	15		Time		Time
217753	3	SSC	SSC-A	SSC	SSC-A
217753	11		Alexa Fluor 700-A	hHLA-DRA	DR
217753	12		APC-H7-A	hITGAX	CD11c
217753	14		Pacific Orange-A		VIVID
217754	4	SSC	SSC-H	SSC	SSC-H
217755	8		PE-Cy5-A	hMS4A1	CD20
217756	1		FSC-A		FSC-A
217756	4	SSC	SSC-H	SSC	SSC-H
217756	11		Alexa Fluor 700-A	hHLA-DRA	DR
217756	12		APC-H7-A	hFCGR3A	CD16
217756	15		Time		Time
217757	6		PE-A	hCLEC4C	BDCA-2
217757	11		Alexa Fluor 700-A	hHLA-DRA	DR
217759	15		Time		Time
217760	9		PE-Cy7-A	hCCR7	CCR7
217761	2		FSC-H		FSC-H
217761	6		PE-A	hCLEC4C	BDCA-2
217762	3	SSC	SSC-A	SSC	SSC-A
217763	8		PE-Cy5-A	hMS4A1	CD20
217763	14		Pacific Orange-A		VIVID
217764	15		Time		Time
217765	1		FSC-A		FSC-A
217766	1		FSC-A		FSC-A
217766	6		PE-A	hCCR6	CCR6
217766	8		PE-Cy5-A	hCXCR3	CXCR3
217766	10		APC-A	hCD8A	CD8
217767	12		APC-H7-A	hCD27	CD27
217768	9		PE-Cy7-A	hCCR7	CCR7
